app,CATEGORY,SUBCATEGORY,TECHNOLOGY,RISK,EVASIVE,EXCESSIVE_BANDWIDTH,USED_BY_MALWARE,ABLE TO TRANSFER FILE,HAS KNOWN VULNERABILITY,TUNNELS OTHER APPLICATION,PRONE TO MISUSE,PERVASIVE_USE,SAAS
vagaa,general-internet,file-sharing,peer-to-peer,4,yes,yes,no,yes,no,no,yes,yes,no
nate-video,media,photo-video,browser-based,4,yes,yes,no,yes,yes,no,yes,yes,no
splashtop-remote,networking,remote-access,client-server,1,no,no,no,no,no,no,yes,no,no
ali-wangwang-remote-control,networking,remote-access,client-server,2,yes,no,no,no,no,no,yes,yes,no
fetion,collaboration,instant-messaging,client-server,2,yes,no,no,no,no,no,no,yes,no
saxopress,business-systems,general-business,client-server,1,no,no,no,no,yes,no,no,no,no
avaya-webalive,collaboration,internet-conferencing,browser-based,1,no,no,no,no,yes,no,no,no,yes
avaya-webalive-file-transfer,general-internet,file-sharing,browser-based,4,yes,yes,no,yes,yes,no,yes,no,yes
avaya-webalive-voice,collaboration,voip-video,browser-based,1,no,yes,no,no,no,no,no,no,yes
avaya-webalive-desktop-sharing,collaboration,internet-conferencing,browser-based,3,yes,yes,no,no,yes,no,yes,no,yes
mgoon,media,photo-video,browser-based,4,yes,yes,no,yes,yes,no,no,yes,no
jumpdesktop,networking,remote-access,client-server,1,no,no,no,no,yes,no,no,no,no
ad-selfservice,business-systems,auth-service,browser-based,1,no,no,no,no,yes,no,no,no,no
dcc-antispam,general-internet,internet-utility,client-server,2,no,no,no,no,yes,no,no,yes,no
quora,collaboration,social-networking,browser-based,1,no,no,no,no,yes,no,no,no,no
powerbroker,business-systems,auth-service,client-server,1,no,no,no,no,no,no,no,no,no
ironmountain-connected,business-systems,storage-backup,client-server,2,no,yes,no,yes,no,no,no,no,no
oracle-crm-ondemand,business-systems,erp-crm,browser-based,2,no,no,no,yes,yes,no,no,no,yes
fetion-file-transfer,general-internet,file-sharing,client-server,3,yes,no,no,yes,no,no,no,yes,no
fetion-audio-video,collaboration,voip-video,client-server,2,yes,no,no,no,no,no,no,yes,no
trendmicro-safesync,business-systems,storage-backup,client-server,3,no,yes,no,yes,yes,no,no,yes,no
live-mesh-sync,general-internet,file-sharing,client-server,4,yes,yes,no,yes,yes,no,no,yes,no
live-mesh-remote-desktop,networking,remote-access,client-server,3,yes,no,no,no,yes,no,no,yes,no
megameeting,media,internet-conferencing,browser-based,1,no,no,no,no,yes,no,no,no,yes
pp-accelerator,general-internet,file-sharing,peer-to-peer,2,no,yes,no,yes,no,no,no,yes,no
ppi-media,business-systems,general-business,client-server,1,no,no,no,no,yes,no,no,no,no
union-procedure-call,general-internet,internet-utility,client-server,2,yes,no,no,no,yes,no,no,no,no
paloalto-updates,business-systems,software-update,client-server,1,no,no,no,no,no,no,no,yes,no
daum-blog-posting,collaboration,web-posting,browser-based,2,no,no,no,no,yes,no,no,yes,no
daum-cafe-posting,collaboration,web-posting,browser-based,2,no,no,no,no,yes,no,no,yes,no
daum-mail,collaboration,email,browser-based,4,no,no,yes,yes,yes,no,no,yes,yes
zabbix,business-systems,management,client-server,1,no,no,no,no,no,no,no,no,no
filecatalyst-direct,general-internet,file-sharing,client-server,4,yes,yes,no,yes,yes,no,no,no,no
rdmplus,networking,remote-access,client-server,1,no,no,no,no,yes,no,no,no,no
odnoklassniki,collaboration,social-networking,browser-based,4,no,no,yes,yes,yes,no,no,yes,no
odnoklassniki-messaging,collaboration,instant-messaging,browser-based,1,no,no,no,no,no,no,no,yes,no
odnoklassniki-apps,collaboration,social-networking,browser-based,1,no,no,no,no,no,no,no,yes,no
daum-touch,collaboration,instant-messaging,client-server,4,yes,no,no,yes,yes,no,no,yes,no
clickview,business-systems,general-business,client-server,1,no,yes,no,no,no,no,no,no,no
mail.ru-moimir,collaboration,social-networking,browser-based,3,no,no,no,yes,yes,no,no,yes,no
panda-update,business-systems,software-update,client-server,1,no,no,no,no,yes,no,no,no,no
mail.ru-mail,collaboration,email,browser-based,3,no,no,no,yes,yes,no,no,yes,yes
endnote,business-systems,general-business,client-server,1,no,no,no,no,yes,no,no,no,no
fufox,general-internet,file-sharing,browser-based,5,yes,yes,yes,yes,yes,no,yes,yes,no
fileserve,general-internet,file-sharing,browser-based,5,yes,yes,yes,yes,yes,no,no,no,no
runescape,media,gaming,client-server,1,no,yes,no,no,no,no,no,yes,no
callpilot,collaboration,email,browser-based,1,no,no,no,no,yes,no,no,no,yes
filesonic,general-internet,file-sharing,browser-based,5,yes,yes,yes,yes,yes,no,no,no,no
mail.ru-agent,collaboration,instant-messaging,client-server,1,no,no,no,no,no,no,no,yes,no
homepipe,general-internet,file-sharing,client-server,4,yes,yes,no,yes,yes,no,no,no,no
tsunami,general-internet,file-sharing,client-server,2,no,yes,no,yes,no,no,no,no,no
google-location-service,general-internet,internet-utility,browser-based,2,no,no,no,no,yes,no,yes,yes,no
apple-location-service,general-internet,internet-utility,browser-based,2,no,no,no,no,yes,no,yes,yes,no
aim-express-file-transfer,general-internet,file-sharing,browser-based,3,no,no,no,yes,yes,no,no,yes,no
gridftp,general-internet,file-sharing,client-server,3,no,yes,no,yes,yes,no,no,no,no
netvault-backup,business-systems,storage-backup,client-server,3,no,yes,no,yes,yes,no,no,no,no
streambox,media,photo-video,client-server,2,no,yes,no,yes,no,no,no,no,no
youtube-uploading,media,photo-video,browser-based,4,yes,yes,no,yes,yes,no,no,yes,yes
mail.ru-webagent,collaboration,instant-messaging,browser-based,3,yes,no,no,no,yes,no,no,yes,no
weather-desktop,general-internet,internet-utility,browser-based,2,no,no,no,no,yes,no,no,yes,no
stealthnet,general-internet,file-sharing,peer-to-peer,4,no,yes,no,yes,yes,no,yes,yes,no
vnc-filetransfer,networking,remote-access,client-server,3,no,no,no,yes,yes,no,no,yes,no
vnc-clipboard,networking,remote-access,client-server,2,no,no,no,no,yes,no,no,yes,no
vnc-encrypted,networking,remote-access,client-server,2,no,no,no,no,yes,no,no,yes,no
vnc-print,networking,remote-access,client-server,2,no,no,no,no,yes,no,no,yes,no
im-plus,collaboration,instant-messaging,browser-based,4,yes,no,no,yes,yes,no,no,yes,no
avira-antivir-update,business-systems,software-update,client-server,2,no,no,no,no,yes,no,no,yes,no
moikrug,collaboration,social-networking,browser-based,3,no,no,no,yes,yes,no,no,yes,no
viber,collaboration,voip-video,client-server,1,no,no,no,no,no,no,no,no,no
mail.ru-agent-audio-video,collaboration,voip-video,client-server,1,no,no,no,no,no,no,no,yes,no
mail.ru-agent-file-transfer,general-internet,file-sharing,client-server,4,yes,no,no,yes,yes,no,no,yes,no
mail_ru-agent,collaboration,instant-messaging,client-server,1,no,no,no,no,no,no,no,no,no
dostupest,networking,proxy,browser-based,4,yes,no,yes,no,yes,no,yes,no,no
sugarsync,general-internet,file-sharing,client-server,4,yes,yes,no,yes,yes,no,no,no,no
sip-application,collaboration,voip-video,peer-to-peer,1,no,no,no,no,no,no,no,yes,no
sip-message,collaboration,instant-messaging,peer-to-peer,1,no,no,no,no,no,no,no,yes,no
okurin,general-internet,file-sharing,browser-based,4,yes,yes,no,yes,yes,no,no,no,no
ifolder,general-internet,file-sharing,client-server,4,yes,yes,no,yes,yes,no,no,no,no
iperf,networking,infrastructure,client-server,1,no,yes,no,no,no,no,no,no,no
retroshare,collaboration,instant-messaging,client-server,2,no,yes,no,yes,no,no,no,no,no
neptune,business-systems,general-business,client-server,1,no,no,no,no,no,no,no,yes,no
rypple,collaboration,social-business,browser-based,1,no,no,no,no,yes,no,no,no,no
mail.ru-games,media,gaming,browser-based,3,yes,no,no,no,yes,no,no,yes,no
google-calendar-enterprise,business-systems,office-programs,browser-based,2,no,no,no,no,yes,no,no,yes,yes
nakido-flag,general-internet,file-sharing,browser-based,4,yes,yes,no,yes,yes,no,no,no,no
foursquare,collaboration,social-networking,browser-based,2,no,no,no,no,yes,no,no,yes,no
google-video-enterprise,media,photo-video,browser-based,3,no,yes,no,yes,yes,no,no,no,no
webhard,general-internet,file-sharing,browser-based,4,yes,yes,no,yes,yes,no,no,yes,no
estos-procall,business-systems,management,client-server,1,no,no,no,no,no,no,no,no,no
ms-isa-fw-client,business-systems,management,client-server,1,no,no,no,no,no,no,no,no,no
dhcpv6,networking,infrastructure,network-protocol,2,no,no,no,no,yes,no,no,yes,no
temenos-t24,business-systems,general-business,client-server,1,no,no,no,no,no,no,no,no,no
swyx-cds,business-systems,management,client-server,1,no,no,no,no,no,no,no,no,no
buddybuddy,collaboration,instant-messaging,client-server,1,no,no,no,no,no,no,no,yes,no
kakaotalk,collaboration,instant-messaging,client-server,2,no,no,no,yes,yes,no,no,no,no
echoware,networking,remote-access,client-server,1,no,no,no,yes,no,no,no,no,no
officehard,business-systems,storage-backup,browser-based,2,no,no,no,yes,yes,no,no,no,no
misslee,collaboration,instant-messaging,client-server,1,no,no,no,no,yes,no,no,no,no
gomeetnow,collaboration,internet-conferencing,client-server,2,no,no,no,yes,no,no,no,yes,no
badoo,collaboration,social-networking,browser-based,2,no,no,no,no,yes,no,no,yes,no
buddybuddy-file-transfer,general-internet,file-sharing,client-server,2,no,yes,no,yes,no,no,no,yes,no
beamyourscreen,collaboration,internet-conferencing,browser-based,3,yes,no,no,yes,yes,no,no,no,no
frozenway,networking,encrypted-tunnel,client-server,4,yes,no,no,yes,yes,yes,yes,no,no
apple-appstore,general-internet,internet-utility,client-server,4,yes,no,no,yes,yes,no,no,yes,no
drivehq,business-systems,storage-backup,client-server,4,yes,yes,no,yes,yes,no,no,yes,no
easy-share,general-internet,file-sharing,browser-based,4,yes,yes,no,yes,yes,no,yes,no,no
rift,media,gaming,client-server,1,no,yes,no,no,no,no,no,yes,no
ovo-logger,business-systems,general-business,client-server,1,no,no,no,no,yes,no,no,no,no
att-connect,collaboration,internet-conferencing,client-server,4,yes,yes,no,yes,yes,no,no,yes,no
spotnet,general-internet,internet-utility,client-server,4,no,no,yes,yes,yes,no,yes,no,no
netfolder,general-internet,file-sharing,peer-to-peer,3,no,yes,no,yes,no,no,yes,yes,no
isl-light,networking,remote-access,client-server,1,no,no,no,yes,no,no,no,no,no
i2p,networking,encrypted-tunnel,client-server,4,yes,yes,no,yes,no,yes,yes,no,no
projectplace,collaboration,social-business,browser-based,2,no,no,no,yes,yes,no,no,no,no
ms-lync-file-transfer,general-internet,file-sharing,client-server,2,no,yes,no,yes,no,no,no,yes,no
meetup,collaboration,social-networking,browser-based,1,no,no,no,no,no,yes,no,yes,no
zamzar,general-internet,internet-utility,browser-based,4,yes,yes,no,yes,yes,no,no,no,no
ms-lync,collaboration,instant-messaging,client-server,2,no,no,no,no,yes,no,no,yes,no
zynga-games,media,gaming,browser-based,2,no,yes,no,no,yes,no,no,yes,no
ms-lync-audio,collaboration,voip-video,client-server,1,no,yes,no,no,no,no,no,yes,no
ms-lync-video,collaboration,voip-video,client-server,1,no,yes,no,no,no,no,no,yes,no
ms-lync-apps-sharing,collaboration,internet-conferencing,client-server,1,no,yes,no,no,no,no,no,yes,no
amazon-cloud-drive,general-internet,file-sharing,browser-based,4,yes,yes,no,yes,yes,no,no,no,no
amazon-cloud-drive-uploading,general-internet,file-sharing,browser-based,4,yes,yes,no,yes,yes,no,no,no,no
amazon-cloud-player,media,audio-streaming,browser-based,3,no,yes,no,yes,yes,no,no,no,yes
saba-centra-meeting,collaboration,internet-conferencing,client-server,4,yes,yes,no,yes,yes,no,no,no,no
join-me,collaboration,internet-conferencing,browser-based,2,yes,no,no,no,yes,no,no,no,no
join-me-file-transfer,general-internet,file-sharing,browser-based,4,yes,yes,no,yes,yes,no,no,no,no
dhl-easylog,business-systems,general-business,client-server,1,no,no,no,no,yes,no,no,no,no
sendoid,general-internet,file-sharing,peer-to-peer,2,no,yes,no,yes,no,no,yes,no,no
java-update,business-systems,software-update,client-server,3,yes,no,no,yes,no,no,no,yes,no
renren,collaboration,social-networking,browser-based,3,no,no,yes,no,yes,no,no,yes,no
renren-apps,collaboration,social-networking,browser-based,2,no,no,no,no,yes,no,no,yes,no
webex-whiteboard,collaboration,internet-conferencing,client-server,2,yes,no,no,no,no,no,no,yes,no
webex-chat,collaboration,instant-messaging,client-server,2,yes,no,no,no,no,no,no,yes,no
lotuslive-meeting,collaboration,internet-conferencing,browser-based,3,yes,yes,no,no,yes,no,no,yes,yes
renren-chat,collaboration,instant-messaging,browser-based,3,yes,no,no,no,yes,no,no,yes,no
renren-mail,collaboration,email,browser-based,3,no,no,no,yes,yes,no,no,yes,yes
renren-music,media,audio-streaming,browser-based,2,no,yes,no,no,yes,no,no,yes,no
amazon-instant-video,media,photo-video,browser-based,3,yes,yes,no,no,yes,no,no,yes,no
irc-dcc-file-transfer,general-internet,file-sharing,client-server,5,no,yes,yes,yes,yes,no,yes,yes,no
lotuslive-meeting-file-sharing,general-internet,file-sharing,browser-based,4,yes,yes,no,yes,yes,no,no,yes,yes
irc-dcc-chat,collaboration,instant-messaging,client-server,2,no,no,no,no,yes,no,no,yes,no
irc-dcc-whiteboard,collaboration,instant-messaging,client-server,2,no,no,no,no,yes,no,no,yes,no
renren-posting,collaboration,web-posting,browser-based,1,no,no,no,no,yes,no,no,no,no
paltalk,collaboration,instant-messaging,client-server,1,no,yes,no,no,no,no,no,yes,no
amazon-unbox,media,photo-video,client-server,4,yes,yes,no,yes,yes,no,no,yes,no
paltalk-file-transfer,general-internet,file-sharing,client-server,2,no,yes,no,yes,no,no,no,yes,no
paltalk-superim,collaboration,instant-messaging,client-server,2,no,yes,no,no,yes,no,no,no,no
paltalk-express,collaboration,instant-messaging,browser-based,3,yes,yes,no,no,yes,no,no,yes,no
qik,media,photo-video,client-server,2,no,yes,no,no,yes,no,no,yes,no
qik-viewing,media,photo-video,client-server,3,no,yes,no,yes,yes,no,no,yes,no
qik-sharing,collaboration,social-networking,client-server,2,no,no,no,no,yes,no,no,yes,no
qik-posting,collaboration,social-networking,client-server,2,no,no,no,no,yes,no,no,yes,no
qik-video-chatting,collaboration,voip-video,client-server,1,no,yes,no,no,no,no,no,yes,yes
lotuslive-meeting-apps-sharing,collaboration,internet-conferencing,browser-based,3,yes,no,no,no,yes,no,no,yes,no
yahoo-notepad,general-internet,internet-utility,browser-based,2,no,no,no,no,yes,no,no,yes,no
thwapr,media,photo-video,client-server,2,no,no,no,no,yes,no,no,yes,yes
gatherplace,collaboration,internet-conferencing,client-server,3,yes,no,no,no,yes,no,no,yes,no
ninjacloak,networking,proxy,browser-based,4,yes,no,no,yes,yes,yes,yes,no,no
fring,collaboration,voip-video,client-server,1,no,yes,no,no,no,no,no,yes,no
nefsis,collaboration,voip-video,client-server,2,no,yes,no,yes,no,no,no,yes,no
wordfast,business-systems,office-programs,client-server,1,no,no,no,no,yes,no,no,no,no
zumodrive,general-internet,file-sharing,client-server,3,yes,yes,no,yes,no,no,no,no,no
qik-uploading,media,photo-video,client-server,2,no,yes,no,yes,no,no,no,yes,no
minecraft,media,gaming,browser-based,2,no,yes,no,no,yes,no,no,yes,no
yahoo-calendar,business-systems,office-programs,browser-based,1,no,no,no,no,no,no,no,no,no
gatherplace-desktop-sharing,collaboration,internet-conferencing,client-server,3,yes,yes,no,no,no,no,yes,yes,no
thwapr-uploading,media,photo-video,client-server,4,yes,yes,no,yes,yes,no,no,yes,yes
omnovia,collaboration,internet-conferencing,browser-based,1,no,no,no,no,no,no,no,no,yes
apt-get,business-systems,management,client-server,1,no,yes,no,no,no,no,no,yes,no
phonemypc,networking,remote-access,client-server,3,yes,yes,no,no,yes,no,yes,no,no
shavlik-netchk,business-systems,management,client-server,1,no,no,no,yes,no,no,no,no,no
smilebox,media,photo-video,client-server,2,no,no,no,yes,no,no,no,yes,no
zendesk,business-systems,general-business,browser-based,3,no,no,no,yes,yes,no,no,yes,yes
absolute-manage,business-systems,management,client-server,1,no,no,no,no,no,no,no,no,no
net2phone,collaboration,voip-video,client-server,2,no,yes,no,no,yes,no,no,no,no
batchbook,business-systems,erp-crm,browser-based,2,no,no,no,yes,yes,no,no,no,yes
51.com,collaboration,social-networking,browser-based,2,no,no,no,no,yes,no,no,yes,no
thwapr-sharing,media,photo-video,client-server,1,no,no,no,no,no,no,no,yes,yes
flixwagon-downloading,media,photo-video,client-server,3,yes,yes,no,yes,no,no,no,no,no
51.com-games,media,gaming,browser-based,2,no,no,no,no,yes,no,no,yes,no
51.com-music,media,audio-streaming,browser-based,2,no,yes,no,no,yes,no,no,yes,no
51.com-webdisk,general-internet,file-sharing,browser-based,4,yes,yes,no,yes,yes,no,no,yes,no
51.com-bbs,collaboration,web-posting,browser-based,2,no,no,no,no,yes,no,no,yes,no
51.com-posting,collaboration,web-posting,browser-based,2,no,no,no,no,yes,no,no,yes,no
51.com-mail,collaboration,email,browser-based,1,no,no,no,no,yes,no,no,no,yes
chinaren,collaboration,social-networking,browser-based,2,no,no,no,no,yes,no,no,yes,no
chinaren-mail,collaboration,email,browser-based,2,no,no,no,no,yes,no,no,yes,yes
chinaren-apps,collaboration,social-networking,browser-based,2,no,no,no,no,yes,no,no,yes,no
netflix-streaming,media,photo-video,browser-based,3,yes,yes,no,no,yes,no,no,yes,no
chinaren-chat,collaboration,instant-messaging,browser-based,3,yes,no,no,no,yes,no,no,yes,no
1und1-mail,collaboration,email,browser-based,3,no,no,no,yes,yes,no,no,yes,yes
flixwagon,media,photo-video,client-server,1,no,no,no,no,no,no,no,no,no
fuze-meeting,collaboration,internet-conferencing,browser-based,1,no,no,no,no,yes,no,no,no,yes
whatsapp,collaboration,instant-messaging,client-server,1,no,no,no,no,no,no,no,no,no
fuze-meeting-desktop-sharing,collaboration,internet-conferencing,browser-based,1,no,yes,no,no,no,no,no,no,yes
fuze-meeting-file-sharing,general-internet,file-sharing,browser-based,4,yes,yes,no,yes,yes,no,no,no,yes
lotuslive,collaboration,social-business,browser-based,2,no,no,no,no,yes,no,no,yes,yes
lotuslive-file-sharing,general-internet,file-sharing,browser-based,4,yes,yes,no,yes,yes,no,no,yes,yes
chinaren-posting,collaboration,web-posting,browser-based,3,no,no,no,yes,yes,no,no,yes,no
spideroak,business-systems,storage-backup,client-server,3,yes,yes,no,yes,no,no,no,no,no
tumblr,collaboration,social-networking,browser-based,2,no,no,no,no,yes,no,no,yes,no
tumblr-posting,collaboration,web-posting,browser-based,2,no,no,no,no,yes,no,no,yes,no
asus-webstorage,general-internet,file-sharing,client-server,3,yes,yes,no,yes,no,no,no,yes,no
paran-mail,collaboration,email,browser-based,3,no,no,no,yes,yes,no,no,yes,? 
paran-u2,collaboration,instant-messaging,client-server,2,no,no,no,yes,no,no,no,yes,no
daum-mypeople,collaboration,instant-messaging,client-server,3,no,no,no,yes,yes,no,no,yes,no
vnc-dummy,media,audio-streaming,browser-based,1,no,no,no,no,no,no,no,no,no
ms-product-activation,business-systems,software-update,client-server,1,no,no,no,no,no,no,no,yes,no
flixwagon-broadcasting,media,photo-video,client-server,2,yes,yes,no,no,no,no,no,no,no
flixwagon-sharing,collaboration,social-networking,client-server,1,no,no,no,no,no,no,no,no,no
flixwagon-posting,collaboration,social-networking,client-server,1,no,no,no,no,no,no,no,no,no
snmpv3,networking,infrastructure,client-server,1,no,no,no,no,yes,no,no,no,no
second-life-voice-chat,collaboration,voip-video,client-server,1,no,no,no,no,no,no,no,no,no
kace,business-systems,management,client-server,1,no,no,no,no,yes,no,no,no,no
itunes-mediastore,media,audio-streaming,client-server,3,no,yes,no,yes,yes,no,no,yes,no
itunes-appstore,general-internet,internet-utility,client-server,2,no,yes,no,no,yes,no,no,yes,no
google-music,media,audio-streaming,client-server,3,yes,yes,no,yes,no,no,no,no,no
google-translate-auto,general-internet,internet-utility,browser-based,2,no,no,no,no,yes,no,no,yes,no
google-plus,collaboration,social-networking,browser-based,2,no,no,no,no,yes,no,no,yes,no
google-plus-posting,collaboration,social-networking,browser-based,3,no,no,no,yes,yes,no,no,yes,no
guardster,networking,proxy,browser-based,5,yes,no,yes,yes,yes,yes,yes,yes,no
deskshare,networking,remote-access,browser-based,3,yes,yes,no,no,yes,no,yes,no,no
google-translate-manual,general-internet,internet-utility,browser-based,2,no,no,no,no,yes,no,yes,yes,no
putlocker,general-internet,file-sharing,browser-based,4,yes,yes,no,yes,yes,no,no,yes,no
ms-visual-studio-tfs,business-systems,management,client-server,2,no,no,no,no,yes,no,no,yes,no
access-grid,collaboration,voip-video,client-server,3,no,yes,no,yes,yes,no,no,no,no
battle.net,media,gaming,client-server,2,no,no,no,no,yes,no,no,yes,no
starcraft,media,gaming,client-server,1,no,yes,no,no,no,no,no,yes,no
ibm-clearquest,business-systems,management,client-server,1,no,no,no,no,no,no,no,no,no
snmpv1,networking,infrastructure,client-server,2,no,no,no,no,yes,no,no,yes,no
snmpv2,networking,infrastructure,client-server,2,no,no,no,no,yes,no,no,yes,no
adobe-meeting-file-transfer,general-internet,file-sharing,browser-based,4,yes,no,no,yes,yes,no,no,yes,yes
lotuslive-inotes,collaboration,email,browser-based,2,no,no,no,yes,yes,no,no,no,yes
vmware-view,networking,remote-access,client-server,2,no,yes,no,no,yes,no,no,yes,no
readytalk,collaboration,internet-conferencing,browser-based,3,yes,no,no,yes,yes,no,no,no,yes
readytalk-desktop-sharing,collaboration,internet-conferencing,browser-based,2,yes,no,no,no,yes,no,no,no,yes
dnscrypt,networking,infrastructure,client-server,1,no,no,no,no,no,no,no,no,no
readytalk-chat,collaboration,instant-messaging,browser-based,3,yes,no,no,no,yes,no,no,yes,yes
good-for-enterprise,business-systems,office-programs,client-server,1,no,no,no,yes,no,no,no,no,no
pan-db-cloud,business-systems,general-business,client-server,1,no,no,no,no,no,no,no,no,no
freepp-mobile,collaboration,voip-video,client-server,3,no,yes,no,yes,yes,no,no,yes,no
google-update,business-systems,software-update,browser-based,3,no,no,no,yes,yes,no,no,yes,no
oracle-forms,business-systems,database,browser-based,2,no,no,no,no,yes,no,no,yes,no
gotomypc-printing,networking,remote-access,client-server,2,yes,no,no,no,no,no,no,yes,no
gotomypc-file-transfer,general-internet,file-sharing,client-server,3,yes,no,no,yes,no,no,no,yes,no
paloalto-wildfire-cloud,business-systems,general-business,browser-based,1,no,no,no,yes,no,no,no,no,no
vidyo,collaboration,internet-conferencing,client-server,1,no,yes,no,no,no,no,no,yes,no
tor2web,networking,proxy,browser-based,4,yes,no,yes,yes,no,no,yes,no,no
google-maps,general-internet,internet-utility,browser-based,2,no,no,no,no,yes,yes,no,yes,no
ning,collaboration,social-networking,browser-based,3,no,no,no,yes,yes,no,no,yes,no
ning-posting,collaboration,web-posting,browser-based,3,no,no,no,yes,yes,no,no,yes,no
google-plus-games,media,gaming,browser-based,1,no,no,no,no,yes,no,no,no,no
ning-mail,collaboration,email,browser-based,2,no,no,no,no,yes,no,no,yes,yes
ning-apps,collaboration,social-networking,browser-based,2,no,no,no,no,yes,no,no,yes,no
rabbitmq,business-systems,general-business,client-server,1,no,no,no,no,no,no,no,no,no
teamviewer-sharing,networking,remote-access,client-server,2,no,no,no,no,yes,no,no,yes,no
slacker,media,audio-streaming,browser-based,2,no,yes,no,no,yes,no,no,no,no
tunnelbear,networking,encrypted-tunnel,client-server,4,yes,no,no,yes,no,yes,yes,yes,no
amqp,business-systems,general-business,client-server,1,no,no,no,no,no,no,no,no,no
adobe-flash-socketpolicy-server,general-internet,internet-utility,client-server,2,no,no,no,no,yes,no,no,yes,no
opera-mini,general-internet,internet-utility,client-server,4,yes,no,no,yes,no,yes,yes,yes,no
genesys-desktop-sharing,collaboration,internet-conferencing,client-server,3,yes,yes,no,no,no,no,yes,yes,no
spamfighter,general-internet,internet-utility,client-server,1,no,no,no,no,yes,no,no,no,no
remoteview,networking,remote-access,client-server,4,yes,yes,no,yes,yes,no,no,no,no
estateval,business-systems,general-business,browser-based,1,no,no,no,no,no,no,no,no,no
remotecall,networking,remote-access,client-server,3,yes,yes,no,no,yes,no,no,no,no
android-market,general-internet,internet-utility,client-server,2,no,no,no,yes,no,no,no,yes,no
fetch.io,general-internet,file-sharing,browser-based,4,yes,yes,no,yes,yes,no,no,no,no
imeet,collaboration,internet-conferencing,browser-based,3,yes,yes,no,no,yes,no,no,no,yes
imeet-file-transfer,general-internet,file-sharing,browser-based,3,yes,no,no,yes,yes,no,no,no,yes
ctd-dummy,media,audio-streaming,browser-based,1,no,no,no,no,no,no,no,no,no
infront,business-systems,general-business,client-server,1,no,yes,no,no,no,no,no,yes,no
dell-update,business-systems,software-update,client-server,3,no,no,no,yes,yes,no,no,yes,no
siemens-factorylink,business-systems,management,client-server,1,no,no,no,no,yes,no,no,no,no
bosch-rcp-plus,business-systems,management,client-server,2,no,yes,no,no,yes,no,no,no,no
compass,business-systems,general-business,client-server,1,no,no,no,no,no,no,no,yes,no
stockstar,business-systems,general-business,client-server,1,no,no,no,no,no,no,no,yes,no
qianlong,business-systems,general-business,client-server,1,no,no,no,no,no,no,no,yes,no
firstclass,collaboration,social-business,client-server,2,no,no,no,yes,no,no,no,yes,no
pcoip,networking,remote-access,client-server,1,no,yes,no,no,no,no,no,yes,no
sohu-video,media,photo-video,browser-based,3,no,yes,no,yes,yes,no,no,yes,no
cyberghost-vpn,networking,encrypted-tunnel,client-server,3,yes,no,no,yes,no,yes,no,yes,no
ku6,media,photo-video,browser-based,3,no,yes,no,yes,yes,no,no,yes,no
guildwars,media,gaming,client-server,1,no,yes,no,no,no,no,no,yes,no
certeon-acelera,networking,infrastructure,network-protocol,1,no,yes,no,no,no,yes,no,no,no
telex,networking,proxy,client-server,2,yes,no,no,no,no,yes,no,no,no
riverbed-rios,networking,infrastructure,network-protocol,2,no,yes,no,no,no,yes,no,yes,no
tp-plus-plus,networking,ip-protocol,network-protocol,1,no,no,no,no,no,no,no,no,no
any-0hop-protocol,networking,ip-protocol,network-protocol,1,no,no,no,no,no,no,no,no,no
rsvp-e2e-ignore,networking,ip-protocol,network-protocol,1,no,no,no,no,no,no,no,no,no
hip,networking,ip-protocol,network-protocol,1,no,no,no,no,no,no,no,no,no
manet,networking,ip-protocol,network-protocol,1,no,no,no,no,no,no,no,no,no
ax.25,networking,ip-protocol,network-protocol,1,no,no,no,no,no,no,no,no,no
micp,networking,ip-protocol,network-protocol,1,no,no,no,no,no,no,no,no,no
scc-sp,networking,ip-protocol,browser-based,1,no,no,no,no,no,no,no,no,no
bloomberg-professional,business-systems,general-business,client-server,1,no,no,no,no,no,no,no,yes,no
chrome-remote-desktop,networking,remote-access,browser-based,2,no,yes,no,no,yes,no,no,no,no
icloud,general-internet,internet-utility,client-server,2,no,no,no,yes,no,no,no,yes,no
cisco-drp,networking,routing,network-protocol,1,no,no,no,no,no,no,no,no,no
mendeley,general-internet,file-sharing,client-server,4,yes,no,no,yes,yes,no,no,yes,no
talkbox,collaboration,instant-messaging,client-server,1,no,no,no,yes,no,no,no,no,no
viber-voice,collaboration,voip-video,client-server,1,yes,no,no,no,no,no,no,no,no
scribd,general-internet,file-sharing,client-server,3,no,no,no,yes,yes,no,no,yes,no
scribd-uploading,general-internet,file-sharing,browser-based,4,yes,no,no,yes,yes,no,no,yes,no
league-of-legends,media,gaming,client-server,2,no,yes,no,no,yes,no,no,yes,no
naver-line,collaboration,voip-video,client-server,1,no,no,no,no,no,no,no,yes,no
highrise,business-systems,erp-crm,browser-based,1,no,no,no,no,no,no,no,yes,yes
iec-60870-5-104,business-systems,management,client-server,2,no,no,no,no,yes,yes,no,yes,no
vzochat,collaboration,internet-conferencing,client-server,1,no,yes,no,no,no,no,no,no,no
ms-kms,business-systems,management,client-server,1,no,no,no,no,no,no,no,yes,no
condor,business-systems,management,client-server,1,no,no,no,no,no,no,no,no,no
constant-contact,business-systems,general-business,browser-based,1,no,no,no,no,no,no,no,yes,yes
quake,media,gaming,client-server,1,no,yes,no,no,no,no,no,yes,no
