app,"app:category","app:subcategory","app:technology","app:risk","app:evasive","app:excessive_bandwidth","app:used_by_malware","app:able_to_transfer_file","app:has_known_vulnerability","app:tunnels_other_application","app:prone_to_misuse","app:pervasive_use","app:is_saas","app:default_ports"
bugzilla,"business-systems","erp-crm","browser-based",3,no,no,no,yes,yes,no,no,yes,no,"tcp/80,443"
buzzsaw,"business-systems","erp-crm","browser-based",2,no,no,no,yes,no,no,yes,no,yes,"tcp/80,443"
bypass,networking,proxy,"client-server",5,yes,no,yes,yes,no,yes,yes,yes,no,"tcp/80"
bypassthat,networking,proxy,"client-server",5,yes,no,yes,yes,no,yes,yes,yes,no,"tcp/80"
"ca-mq-service","business-systems","storage-backup","client-server",2,no,no,no,yes,yes,no,no,no,no,"tcp/4105"
"ca-nimsoft-monitor","business-systems",management,"client-server",1,no,no,no,no,no,no,no,yes,no,"tcp/48000-48050"
"ca-sdm","business-systems",management,"client-server",1,no,no,no,no,no,no,no,yes,no,"tcp/2100-2115|udp/2100"
caihong,collaboration,"instant-messaging","client-server",4,yes,yes,no,yes,yes,no,yes,yes,no,"tcp/80,443,8000|udp/dynamic"
calameo,"general-internet","file-sharing","browser-based",2,no,no,no,yes,yes,no,no,no,no,"tcp/80"
"call-of-duty",media,gaming,"client-server",2,no,yes,no,no,yes,no,no,yes,no,"udp/28959-28962"
callidus,"business-systems","general-business","browser-based",1,no,no,no,no,no,yes,no,no,yes,"tcp/443"
callpilot,collaboration,email,"browser-based",1,no,no,no,no,yes,no,no,no,yes,"tcp/80"
camfrog,collaboration,"voip-video","peer-to-peer",5,yes,yes,yes,yes,yes,no,no,yes,yes,"tcp/dynamic|udp/dynamic"
"camo-proxy",networking,proxy,"browser-based",4,yes,no,no,yes,yes,yes,yes,no,no,"tcp/80,443"
camos,"business-systems","erp-crm","client-server",1,no,no,no,no,no,no,no,no,no,"tcp/3541"
campfire,collaboration,"internet-conferencing","browser-based",3,no,no,yes,yes,no,no,yes,no,yes,"tcp/80,443"
"canon-bjnp","business-systems",management,"client-server",1,no,no,no,no,yes,no,no,no,no,"tcp/8611-8614|udp/8611-8614"
capwap,networking,infrastructure,"network-protocol",1,no,no,no,no,yes,no,no,no,no,"udp/5246,5247"
carbonite,"business-systems","storage-backup","browser-based",3,yes,yes,no,yes,no,no,no,yes,yes,"tcp/80"
carefx,"business-systems","general-business","client-server",2,no,no,no,yes,no,yes,no,no,no,"tcp/80"
cassandra,"business-systems",database,"client-server",1,no,no,no,no,yes,no,no,no,no,"tcp/7000,7199,8888,9160,9042,61620,61621"
"cbs-video",media,"photo-video","browser-based",2,no,yes,no,no,yes,no,no,yes,no,"tcp/80"
cbt,networking,"ip-protocol","network-protocol",1,no,no,no,no,no,no,no,no,no,
cddb,media,"photo-video","client-server",1,no,no,no,no,no,no,no,yes,no,"tcp/8880"
centriccrm,"business-systems","erp-crm","browser-based",2,no,no,no,yes,no,no,no,yes,yes,"tcp/80"
centurion,"business-systems",management,"client-server",1,no,no,no,yes,no,no,no,no,no,"tcp/25552,25553,25554,25555"
"certeon-acelera",networking,infrastructure,"network-protocol",1,no,yes,no,no,no,yes,no,no,no,"tcp/2630,2631"
cftp,networking,"ip-protocol","network-protocol",1,no,no,no,no,no,no,no,no,no,
"cgi-irc",collaboration,"instant-messaging","browser-based",4,yes,no,yes,no,yes,no,yes,yes,no,"tcp/80"
cgiproxy,networking,proxy,"browser-based",5,yes,no,yes,yes,yes,yes,yes,yes,no,"tcp/443|tcp/80"
channel4,media,"photo-video","browser-based",3,yes,yes,no,no,yes,no,no,yes,no,"tcp/80,443,1935"
chaos,networking,"ip-protocol","network-protocol",1,no,no,no,no,no,no,no,no,no,
chargen,"business-systems",management,"network-protocol",1,no,no,no,no,no,no,yes,yes,no,"tcp/19|udp/19"
chatango,collaboration,"instant-messaging","client-server",1,no,no,no,no,yes,no,no,no,no,"tcp/80,443"
chaton,collaboration,"instant-messaging","client-server",2,no,no,no,yes,no,no,no,yes,no,"tcp/80,443,5223"
chatroulette,collaboration,"voip-video","browser-based",3,no,yes,no,no,yes,no,yes,yes,no,"tcp/80,1937,1935,8080,8081|udp/dynamic"
"checkpoint-client-auth","business-systems","auth-service","client-server",1,no,no,no,no,no,no,no,yes,no,"tcp/900"
"checkpoint-cpd","business-systems",management,"client-server",1,no,no,no,no,no,no,no,yes,no,"tcp/18191,18192"
"checkpoint-logging","business-systems",management,"client-server",1,no,no,no,no,no,no,no,yes,no,"tcp/257"
"checkpoint-rdp","business-systems",management,"client-server",1,no,no,no,no,no,no,no,yes,no,"udp/259"
"checkpoint-vpn",networking,"encrypted-tunnel","client-server",3,no,no,no,yes,yes,yes,no,no,no,"tcp/443"
"chikka-messenger",collaboration,"instant-messaging","client-server",2,yes,no,no,no,no,no,no,yes,no,"tcp/5222,80"
"chinaren-base",collaboration,"social-networking","browser-based",2,no,no,no,no,yes,no,no,yes,no,"tcp/80"
"chinaren-apps",collaboration,"social-networking","browser-based",2,no,no,no,no,yes,no,no,yes,no,"tcp/80"
"chinaren-chat",collaboration,"instant-messaging","browser-based",3,yes,no,no,no,yes,no,no,yes,no,"tcp/80"
"chinaren-mail",collaboration,email,"browser-based",2,no,no,no,no,yes,no,no,yes,yes,"tcp/80"
"chinaren-posting",collaboration,"web-posting","browser-based",3,no,no,no,yes,yes,no,no,yes,no,"tcp/80"
"chrome-remote-desktop",networking,"remote-access","browser-based",2,no,yes,no,no,yes,no,no,no,no,"tcp/dynamic|udp/dynamic"
cinemagram,media,"photo-video","client-server",2,no,no,no,yes,no,no,no,yes,no,"tcp/80,443"
"cip-ethernet-ip","business-systems",management,"client-server",1,no,no,no,no,no,no,no,yes,no,"tcp/44818"
circumventor,networking,proxy,"browser-based",5,yes,no,yes,yes,no,yes,yes,no,no,"tcp/80"
"cisco-drp",networking,routing,"network-protocol",1,no,no,no,no,no,no,no,no,no,"udp/1974"
"cisco-nac","business-systems","auth-service","client-server",1,no,no,no,no,no,no,no,no,no,"udp/8905,8906"
"cisco-rtmt","business-systems",management,"client-server",1,no,no,no,no,no,no,no,yes,no,"tcp/1090,1099"
"cisco-wlc-mobility",networking,infrastructure,"network-protocol",1,no,no,no,no,no,no,no,yes,no,"udp/16666"
"cisco-wlc-rrm",networking,infrastructure,"client-server",1,no,no,no,no,no,no,no,yes,no,"udp/12134"
ciscovpn,networking,"encrypted-tunnel","client-server",3,no,no,no,yes,yes,yes,no,yes,no,"tcp/500,2512,4500,10000|udp/500,4500,10000,62514-62524"
citrix,networking,"remote-access","client-server",3,no,no,no,yes,yes,yes,no,yes,no,"tcp/80,443,1604,2512,2513,2598,1494,3010|udp/1604,2512,2513"
"citrix-jedi",networking,"remote-access","client-server",2,yes,no,no,no,no,yes,no,yes,no,"tcp/80,443,8200|udp/8200"
"citrix-license-server","business-systems",management,"client-server",1,no,no,no,no,no,no,no,yes,no,"tcp/7279,27000"
clarizen,"business-systems",management,"browser-based",3,yes,no,no,yes,no,no,yes,yes,yes,"tcp/443"
classmates,collaboration,"social-networking","browser-based",2,no,no,no,yes,no,no,no,yes,no,"tcp/80"
clearslide,"business-systems","general-business","browser-based",3,no,no,no,yes,yes,no,yes,no,yes,"tcp/80,443"
clearspace,collaboration,"social-business","browser-based",3,no,no,no,yes,yes,no,no,yes,no,"tcp/dynamic"
clicktools,"business-systems","general-business","browser-based",1,no,no,no,no,yes,no,no,no,yes,"tcp/443"
clickview,"business-systems","general-business","client-server",1,no,yes,no,no,no,no,no,no,no,"tcp/80,9053,9054"
clip2net,"general-internet","file-sharing","client-server",4,yes,yes,no,yes,yes,no,no,no,no,"tcp/80"
cloud9,"business-systems",management,"browser-based",3,no,no,no,yes,yes,no,yes,yes,yes,"tcp/443"
"cloudmark-desktop","general-internet","internet-utility","client-server",1,no,no,no,yes,no,no,no,no,no,"tcp/80,2703"
cloudon,"business-systems","office-programs","client-server",2,no,no,no,yes,yes,no,no,no,yes,"tcp/80,443|udp/dynamic"
cloudsigma,networking,infrastructure,"browser-based",1,no,no,no,no,yes,no,no,no,yes,"tcp/443"
clubbox,collaboration,"social-networking","browser-based",3,no,yes,no,yes,yes,no,no,yes,no,"tcp/80,443,2004,8000-8499"
clubcooee,collaboration,"instant-messaging","client-server",1,no,no,no,no,no,no,no,no,no,"tcp/80,1863,3724"
"cnn-video",media,"photo-video","browser-based",1,no,yes,no,no,no,no,no,yes,no,"tcp/80"
collectd,"business-systems",management,"client-server",2,no,no,no,no,yes,no,no,yes,no,"udp/25826"
"comcast-webmail",collaboration,email,"browser-based",3,no,no,yes,yes,no,no,no,yes,yes,"tcp/80,443"
commvault,"business-systems",management,"client-server",2,no,yes,no,yes,no,no,no,yes,no,"tcp/dynamic"
"compaq-peer",networking,"ip-protocol","network-protocol",1,no,no,no,no,no,no,no,no,no,
compass,"business-systems","general-business","client-server",1,no,no,no,no,no,no,no,yes,no,"tcp/80,dynamic"
computrace,"business-systems","general-business","client-server",3,yes,no,no,no,yes,no,no,yes,yes,"tcp/80"
concur,"business-systems","general-business","browser-based",4,yes,no,no,yes,yes,no,no,yes,yes,"tcp/80,443"
condor,"business-systems",management,"client-server",1,no,no,no,no,no,no,no,no,no,"tcp/dynamic|udp/9600-9700"
confluence,collaboration,"social-business","browser-based",3,no,no,no,yes,yes,no,no,yes,yes,"tcp/80,443"
"constant-contact","business-systems","general-business","browser-based",1,no,no,no,no,no,no,no,yes,yes,"tcp/80,443"
"convo-base",collaboration,"social-business","browser-based",1,no,no,no,no,no,no,no,no,yes,"tcp/80,443"
"convo-chat",collaboration,"instant-messaging","browser-based",1,no,no,no,no,no,no,no,no,yes,"tcp/80,443"
"convo-uploading","general-internet","file-sharing","browser-based",2,no,no,no,yes,yes,no,no,no,yes,"tcp/80,443"
convoq,collaboration,"internet-conferencing","browser-based",3,no,no,no,yes,no,yes,yes,no,no,"tcp/443,80"
cooltalk,collaboration,"voip-video","browser-based",2,yes,no,no,no,no,no,no,yes,no,"tcp/6499"
"coralcdn-user",networking,proxy,"browser-based",5,yes,no,no,yes,yes,yes,yes,yes,no,"tcp/80"
corba,"business-systems","general-business","client-server",1,no,no,no,no,no,yes,no,yes,no,"tcp/900"
cotap,collaboration,"social-business","client-server",3,no,no,no,yes,yes,no,yes,no,no,"tcp/80,443"
cotp,networking,infrastructure,"network-protocol",1,no,no,no,no,no,yes,no,no,no,"tcp/dynamic"
"cox-webmail",collaboration,email,"browser-based",3,no,no,yes,yes,no,no,no,yes,yes,"tcp/80, 443"
cphb,networking,"ip-protocol","network-protocol",1,no,no,no,no,no,no,no,no,no,
"checkpoint-cpmi","business-systems",management,"client-server",1,no,no,no,no,no,no,no,no,no,"tcp/18190"
cpnx,networking,"ip-protocol","network-protocol",1,no,no,no,no,no,no,no,no,no,
"cpq-wbem","business-systems",management,"client-server",3,yes,yes,no,no,yes,no,no,yes,no,"udp/2301"
crashplan,"business-systems","storage-backup","client-server",4,yes,yes,no,yes,yes,no,no,no,yes,"tcp/443,4282"
crossloop,networking,"remote-access","client-server",4,yes,no,no,yes,no,yes,yes,no,no,"tcp/80"
crtp,networking,"ip-protocol","network-protocol",1,no,no,no,no,no,no,no,no,no,
crudp,networking,"ip-protocol","network-protocol",1,no,no,no,no,no,no,no,no,no,
cryptocat,collaboration,"instant-messaging","client-server",1,no,no,no,yes,no,no,no,no,no,"tcp/443,5222"
cubby,"general-internet","file-sharing","client-server",3,yes,no,no,yes,no,no,no,yes,yes,"tcp/80,443|udp/dynamic"
cubrid,"business-systems",database,"client-server",1,no,no,no,no,no,no,no,yes,no,"tcp/1523,8001,8002,30000-30040,33000-33040"
cups,"business-systems",management,"client-server",3,no,no,yes,no,yes,no,no,yes,no,"udp/631"
cvs,"business-systems","general-business","client-server",3,no,no,no,yes,yes,no,no,yes,no,"tcp/2401|udp/2401"
cvsup,"business-systems","storage-backup","client-server",3,no,no,no,yes,yes,no,no,yes,no,"tcp/5999"
"cyber-ark-vault","business-systems",management,"client-server",1,no,no,no,no,no,no,no,yes,no,"tcp/1858"
"cyberghost-vpn",networking,"encrypted-tunnel","client-server",3,yes,no,no,yes,no,yes,no,yes,no,"tcp/dynamic|udp/dynamic"
"cygnet-scada","business-systems",management,"network-protocol",1,no,no,no,no,no,no,no,no,no,"udp/dynamic"
cyworld,collaboration,"social-networking","browser-based",4,no,no,yes,yes,yes,no,no,yes,no,"tcp/80"
"d2d-data-transfer","general-internet","internet-utility","client-server",1,no,no,no,no,no,no,no,no,no,"tcp/9388"
daap,media,"audio-streaming","client-server",4,yes,yes,no,no,yes,no,yes,yes,no,"tcp/80"
dabbledb,"business-systems",database,"browser-based",2,no,no,no,yes,no,no,yes,yes,no,"tcp/443|tcp/80"
dailymotion,media,"photo-video","browser-based",4,yes,yes,no,yes,yes,no,yes,yes,no,"tcp/80"
"dameware-mini-remote",networking,"remote-access","client-server",3,no,no,no,yes,yes,no,yes,no,no,"tcp/139,6129,6132,6133"
"data-bin","general-internet","file-sharing","browser-based",2,no,no,no,yes,yes,no,no,no,yes,"tcp/443,80"
"daum-blog-posting",collaboration,"web-posting","browser-based",2,no,no,no,no,yes,no,no,yes,no,"tcp/80"
"daum-cafe-posting",collaboration,"web-posting","browser-based",2,no,no,no,no,yes,no,no,yes,no,"tcp/80"
"daum-cloud","general-internet","file-sharing","browser-based",4,yes,no,no,yes,yes,no,no,yes,yes,"tcp/80,443"
"daum-mail",collaboration,email,"browser-based",4,no,no,yes,yes,yes,no,no,yes,yes,"tcp/80,4280"
"daum-mypeople",collaboration,"instant-messaging","client-server",3,no,no,no,yes,yes,no,no,yes,no,"tcp/80,443,9000-9008|udp/dynamic"
"daum-touch",collaboration,"instant-messaging","client-server",4,yes,no,no,yes,yes,no,no,yes,no,"tcp/dynamic"
daytime,"business-systems",management,"client-server",1,no,no,no,no,yes,no,no,no,no,"tcp/13|udp/13"
dazhihui,"business-systems","general-business","client-server",1,no,no,no,no,no,no,no,no,no,"tcp/dynamic|udp/dynamic"
db2,"business-systems",database,"client-server",1,no,no,no,no,yes,no,no,no,no,"tcp/50000,60000"
"huawei-dbank","general-internet","internet-utility","client-server",3,no,no,no,yes,yes,no,yes,yes,yes,"tcp/80,443"
"direct-connect","general-internet","file-sharing","peer-to-peer",5,yes,yes,yes,yes,yes,yes,yes,yes,no,"tcp/any"
"dc-universe-online",media,gaming,"client-server",1,no,no,no,no,yes,no,no,no,no,"tcp/80,443,15081|udp/dynamic"
"dcc-antispam","general-internet","internet-utility","client-server",2,no,no,no,no,yes,no,no,yes,no,"udp/6277"
dccp,networking,"ip-protocol","network-protocol",1,no,no,no,no,no,no,no,no,no,
"dcinside-base",collaboration,"social-networking","browser-based",3,no,no,yes,no,yes,no,no,yes,no,"tcp/80,443,8080"
"dcinside-posting",collaboration,"web-posting","browser-based",3,no,no,yes,no,yes,no,no,yes,no,"tcp/80"
dclink,"business-systems","erp-crm","network-protocol",1,no,no,no,no,no,no,no,no,no,"tcp/6305,6800"
"dcn-meas",networking,"ip-protocol","network-protocol",1,no,no,no,no,no,no,no,no,no,
ddp,networking,"ip-protocol","network-protocol",1,no,no,no,no,no,no,no,no,no,
ddx,networking,"ip-protocol","network-protocol",1,no,no,no,no,no,no,no,no,no,
"dealio-toolbar","general-internet","internet-utility","client-server",2,yes,no,no,no,no,no,no,yes,no,"tcp/80"
deezer,media,"audio-streaming","browser-based",3,yes,yes,no,no,yes,no,no,yes,no,"tcp/80"
"dell-drac",networking,"remote-access","client-server",2,no,no,no,no,yes,no,no,yes,no,"tcp/443,5900"
"dell-update","business-systems","software-update","client-server",3,no,no,no,yes,yes,no,no,yes,no,"tcp/80,21"
"dell-wyse-device-manager","business-systems",management,"client-server",1,no,no,no,no,no,no,no,yes,no,"tcp/80"
depositfiles,"general-internet","file-sharing","browser-based",3,yes,no,no,yes,no,no,yes,yes,yes,"tcp/80"
deskmetrics,"general-internet","internet-utility","client-server",1,yes,no,no,no,no,no,no,no,no,"tcp/80,443"
desknets,networking,"remote-access","client-server",1,no,yes,no,no,no,no,no,no,yes,"tcp/52300"
deskshare,networking,"remote-access","browser-based",3,yes,yes,no,no,yes,no,yes,no,yes,"tcp/80"
desktoptwo,networking,"remote-access","browser-based",3,yes,no,no,yes,no,yes,no,yes,no,"tcp/443,80,5222"
dfs,networking,"ip-protocol","network-protocol",1,no,no,no,no,no,no,no,no,no,
dgp,networking,"ip-protocol","network-protocol",1,no,no,no,no,no,no,no,no,no,
dhcp,networking,infrastructure,"network-protocol",2,no,no,no,no,yes,no,no,yes,no,"tcp/67|tcp/68|udp/67|udp/68"
dhcpv6,networking,infrastructure,"network-protocol",2,no,no,no,no,yes,no,no,yes,no,"udp/546,547"
"dhl-easylog","business-systems","general-business","client-server",1,no,no,no,no,yes,no,no,no,no,"tcp/2638"
diameter,"business-systems","auth-service","client-server",1,no,no,no,no,no,no,no,yes,no,"tcp/3868"
dicom,"business-systems","general-business","client-server",3,no,no,no,yes,yes,no,no,yes,no,"tcp/104,2761,2762,11112"
"digg-posting",collaboration,"web-posting","browser-based",2,no,no,no,no,yes,no,no,yes,no,"tcp/80"
diino,"general-internet","file-sharing","client-server",4,yes,no,no,yes,yes,no,yes,no,yes,"tcp/80, 443"
dimdim,collaboration,"internet-conferencing","browser-based",3,yes,yes,no,no,yes,yes,no,no,no,"tcp/443|tcp/80"
diodeo,media,"photo-video","browser-based",2,no,yes,yes,no,no,no,no,yes,no,"tcp/1935"
discard,"business-systems",management,"client-server",1,no,no,no,no,yes,no,no,no,no,"tcp/9|udp/9"
disqus,collaboration,"web-posting","browser-based",2,no,no,no,no,yes,no,no,yes,no,"tcp/80,443"
distcc,"business-systems","general-business","client-server",1,no,no,no,no,yes,no,no,no,no,"tcp/3632"
divshare,"general-internet","file-sharing","browser-based",4,yes,yes,no,yes,yes,no,no,yes,yes,"tcp/443|tcp/80"
"dl-free","general-internet","file-sharing","browser-based",5,yes,yes,yes,yes,yes,no,yes,yes,no,"tcp/80"
dnf,"business-systems",management,"client-server",2,no,no,no,yes,yes,no,no,no,no,"tcp/80"
"dnp3-base","business-systems",management,"network-protocol",1,no,no,no,no,yes,no,no,no,no,"tcp/20000"
"dnp3-direct-operate","business-systems",management,"network-protocol",1,no,no,no,no,yes,no,no,no,no,"tcp/20000"
"dnp3-operate","business-systems",management,"network-protocol",1,no,no,no,no,yes,no,no,no,no,"tcp/20000"
"dnp3-read","business-systems",management,"network-protocol",1,no,no,no,no,yes,no,no,no,no,"tcp/20000"
"dnp3-write","business-systems",management,"network-protocol",1,no,no,no,no,yes,no,no,no,no,"tcp/20000"
dns,networking,infrastructure,"network-protocol",4,no,no,yes,no,yes,no,no,yes,no,"tcp/53|udp/53,5353"
dnscrypt,networking,infrastructure,"client-server",1,no,no,no,no,no,no,no,no,no,"tcp/443|udp/53,443"
"dochub-base","general-internet","file-sharing","browser-based",2,no,no,no,yes,yes,no,no,no,yes,"tcp/80,443"
"dochub-uploading","general-internet","file-sharing","browser-based",2,no,no,no,yes,yes,no,no,no,yes,"tcp/80,443"
"docstoc-base","general-internet","file-sharing","browser-based",4,yes,no,no,yes,yes,no,no,yes,yes,"tcp/80,443"
"docstoc-uploading","general-internet","file-sharing","browser-based",4,yes,no,no,yes,yes,no,no,yes,no,"tcp/80,443"
docusign,"business-systems","office-programs","browser-based",3,no,no,no,yes,yes,no,no,yes,yes,"tcp/443,80"
docuware,"business-systems",management,"client-server",1,no,no,no,no,no,no,no,no,no,"tcp/9000,9001"
dontcensorme,networking,proxy,"browser-based",4,yes,no,no,yes,yes,yes,yes,no,no,"tcp/80"
doof,media,gaming,"browser-based",2,no,no,no,no,yes,no,no,yes,no,"tcp/dynamic"
doshow,collaboration,"instant-messaging","client-server",2,no,yes,no,no,yes,no,no,yes,no,"tcp/80,10010,20000|udp/dynamic"
dostupest,networking,proxy,"browser-based",4,yes,no,yes,no,yes,no,yes,no,no,"tcp/80"
dotmac,"business-systems","storage-backup","client-server",3,yes,yes,no,yes,no,no,no,yes,no,"tcp/80,443,dynamic"
dotvpn,networking,"encrypted-tunnel","browser-based",2,yes,no,no,yes,no,no,no,no,no,"tcp/443"
"double-take-availability","business-systems",management,"client-server",3,no,yes,no,yes,yes,no,no,no,no,"tcp/80,6320,6325"
draugiem,collaboration,"social-networking","browser-based",3,no,no,no,yes,yes,no,no,yes,no,"tcp/80, 443,18000-19000"
drivehq,"business-systems","storage-backup","client-server",4,yes,yes,no,yes,yes,no,no,yes,yes,"tcp/80,443"
droidvpn,networking,"encrypted-tunnel","client-server",5,yes,no,no,yes,yes,yes,yes,yes,no,"icmp/dynamic|tcp/dynamic|udp/dynamic"
"drop.io","general-internet","file-sharing","browser-based",4,yes,yes,no,yes,no,no,yes,yes,no,"tcp/80"
dropboks,"general-internet","file-sharing","browser-based",4,yes,yes,no,yes,no,no,yes,yes,no,"tcp/443"
dropbox,"general-internet","file-sharing","client-server",4,yes,no,no,yes,yes,no,no,yes,yes,"tcp/17500|tcp/443|tcp/80|udp/17500"
dropcam,"general-internet","internet-utility","client-server",1,no,no,no,no,no,no,yes,yes,no,"tcp/80,443,1935"
droplr,"general-internet","file-sharing","client-server",3,no,no,no,yes,yes,no,no,yes,yes,"tcp/80,443"
dropsend,"general-internet","file-sharing","browser-based",3,no,yes,no,yes,yes,no,no,no,yes,"tcp/80,443"
